Formula              ✕,Band gap              ✕,2D plasma frequency (x)              ✕,2D plasma frequency (y)              ✕,Band gap (G₀W₀)              ✕,Band gap (HSE06)              ✕,"Conduction band effective mass, direction 1              ✕","Conduction band effective mass, direction 2              ✕",Cond. band minimum              ✕,Conduction band minimum (G₀W₀)              ✕,Conduction band minimum (HSE06)              ✕,Dir. band gap              ✕,Direct band gap (G₀W₀)              ✕,Direct band gap (HSE06)              ✕,Dir. gap wo. soc.              ✕,Exc. bind. energy              ✕,Gap wo. soc.              ✕,Phonon dynamic stability (low/high)              ✕,Thermodynamic stability level              ✕,Energy              ✕,Vacuum level              ✕,"Valence band effective mass, direction 1              ✕","Valence band effective mass, direction 2              ✕",Val. band maximum              ✕,Valence band maximum (G₀W₀)              ✕,Valence band maximum (HSE06)              ✕,Work function (avg. if finite dipole)              ✕,First class material              ✕,Calculator              ✕,Anisotropic exchange (out-of-plane)              ✕,Area of unit-cell              ✕,Topology              ✕,Crystal type              ✕,DOS at ef              ✕,DOS at ef no soc.              ✕,Energy above convex hull              ✕,Fermi level              ✕,Heat of formation              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>x</sub>)              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>y</sub>)              ✕,Magnetic easy axis              ✕,Magnetic moment              ✕,Magnetic state              ✕,Material class              ✕,Material has inversion symmetry              ✕,Magnetic              ✕,Material unique ID              ✕,Maximum force              ✕,Maximum stress              ✕,Maximum value of S_z at magnetic sites              ✕,Minimum eigenvalue of Hessian              ✕,Monolayer reported DOI              ✕,Nearest neighbor exchange coupling              ✕,Charge              ✕,Number of atoms              ✕,Number of nearest neighbors              ✕,n-spins              ✕,Out-of-plane dipole along +z axis              ✕,Path to collection folder              ✕,PBC              ✕,Point group              ✕,Unique ID              ✕,Related COD id              ✕,Related ICSD id              ✕,Single-ion anisotropy (out-of-plane)              ✕,"Soc. total energy, x-direction              ✕","Soc. total energy, y-direction              ✕","Soc. total energy, z-direction              ✕",Space group              ✕,Space group number              ✕,Speed of sound (x)              ✕,Speed of sound (y)              ✕,Static interband polarizability (x)              ✕,Static interband polarizability (y)              ✕,Static interband polarizability (z)              ✕,Static lattice polarizability (x)              ✕,Static lattice polarizability (y)              ✕,Static lattice polarizability (z)              ✕,Static total polarizability (x)              ✕,Static total polarizability (y)              ✕,Static total polarizability (z)              ✕,Stiffness dynamic stability (low/high)              ✕,"Stiffness tensor, 11-component              ✕","Stiffness tensor, 12-component              ✕","Stiffness tensor, 13-component              ✕","Stiffness tensor, 21-component              ✕","Stiffness tensor, 22-component              ✕","Stiffness tensor, 23-component              ✕","Stiffness tensor, 31-component              ✕","Stiffness tensor, 32-component              ✕","Stiffness tensor, 33-component              ✕",Stoichiometry              ✕,Mass              ✕,Age              ✕,ID              ✕,Unique identifier              ✕,Username              ✕,Vacuum level difference              ✕,Volume              ✕
Ba2Mg2Pb2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,-,1,-13.159,2.253,-,-,-,-,-,3.591,True,gpaw,-,25.884,-,ABC-129-bc,21.011,13.591,0.639,-1.338,0.208,0.0,0.0,z,0.000,NM,-,True,False,a1c25a50d869f72475765f6875130fcf,0.005,0.000,-,-,-,-,0.0,6,-,1,-0.0,ICSD-COD/3el/Ba2Mg2Pb2,TTF,4/mmm,6b1da8a22c6150662e0c7c8cf522229c,-,615958,-,0.0,0.0,0.0,P4/nmm,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ABC,737.664,6w,10,Ba2Mg2Pb2-a1c25a50d869,cmr,-0.0,896.24
Ca2Mn2Si2,0.0,6.307,6.307,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,high,3,-35.639,2.192,-,-,-,-,-,2.858,True,gpaw,0.046,14.923,-,ABC-129-bc,7.032,6.882,0.177,-0.666,-0.231,-0.558,-0.558,z,3.311,FM,-,True,True,7ff0ce39e1136cccb513ee51d9ccbc7c,0.009,0.000,1.000,-0.000,-,4.128,0.0,6,4,2,0.0,ICSD-COD/3el/Ca2Mn2Si2,TTF,4/mmm,7056c9df17f92d80242d1d1ea7fc308f,1539705,-,0.407,-31.402,-31.402,-31.959,P4/nmm,129,4807.338,4851.257,27.628,27.628,0.873,-,-,-,-,-,-,high,63.313,20.822,0.318,20.834,64.475,0.318,0.000,0.000,110.019,ABC,246.202,6w,11,Ca2Mn2Si2-7ff0ce39e113,cmr,0.0,510.498
Cr2Br2O2,0.501,-,-,-,0.000,0.697,1.172,-2.647,-,-,0.708,-,0.000,0.713,-,0.505,high,3,-40.86,2.284,-3.545,-0.327,-3.147,-,-,5.181,True,gpaw,0.003,12.914,Trivial,ABC-59-ab,0.0,0.0,0.027,-2.897,-1.438,0.123,0.048,x,6.000,FM,-,True,True,40d95997a4f9088fd01de1c7c22f9141,0.007,0.000,1.500,-0.000,-,0.369,0.0,6,6,2,-0.0,ICSD-COD/3el/Cr2Br2O2,TTF,mmm,be766c1579aa7ef746cea3565209d534,1534386,-,-0.038,-24.849,-24.773,-24.725,Pmmn,59,5643.478,6834.544,4.064,4.930,1.154,2.729,2.424,0.022,6.793,7.354,1.175,high,121.134,22.828,-0.000,22.658,177.660,-0.000,0.000,0.000,77.830,ABC,295.798,6w,12,Br2Cr2O2-40d95997a4f9,cmr,-0.0,456.529
Fe2Ga2S5,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,low,3,-48.357,3.869,-,-,-,-,-,4.318,True,gpaw,-,11.31,-,A2B2C5-187-fghi,8.426,5.435,0.136,-0.449,-0.453,-0.841,-0.847,z,6.898,FM,-,False,True,de048496d85d20db7f2f237bb552752d,0.006,0.000,-,-2.468,-,-,0.0,9,-,2,0.0,ICSD-COD/3el/Fe4Ga4S10,TTF,-6m2,500a1f9dae33976a32d4190fb3cdfc4f,-,49912,-,-46.297,-46.291,-47.138,P-6m2,187,4715.802,4729.485,-,-,-,-,-,-,-,-,-,high,134.335,40.943,-0.018,41.005,135.115,-0.039,-0.000,0.000,96.456,A2B2C5,411.436,6w,13,Fe2Ga2S5-de048496d85d,cmr,0.0,471.215
Hf2Ge2Te8,0.565,-,-,-,1.067,0.300,1.217,-1.658,-,-1.422,0.578,-,1.067,0.796,-,0.771,high,3,-55.247,2.303,-0.615,-0.126,-2.223,-,-2.489,4.243,True,gpaw,-,44.457,Trivial,ABC4-31-a,0.0,0.0,0.008,-1.94,-0.464,0.0,0.0,z,-,NM,-,False,False,8a1880beea0b1b39959c3189363c16cd,0.009,0.000,-,-0.000,-,-,0.0,12,-,1,0.0,ICSD-COD/3el/Hf4Ge4Te16,TTF,mm2,6e42a376b593c041e23a6e4654830e13,2218123,-,-,0.0,0.0,0.0,Pmn2_1,31,3378.695,2718.527,-,-,-,-,-,-,-,-,-,high,64.941,4.852,0.000,5.801,42.042,-0.000,0.000,0.000,28.131,ABC4,1523.04,6w,14,Ge2Hf2Te8-8a1880beea0b,cmr,0.0,1664.588
Ti3C2H2O2,0.0,5.064,5.064,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,high,3,-67.059,4.601,-,-,-,-,-,1.986,True,unknown,-,8.251,-,A2B2C2D3-187-aghi,1.082,2.047,0.123,2.615,-1.295,0.0,0.0,z,-,NM,-,False,False,b2d22251cb52359fec12bb099b3b0079,-,-,-,-0.000,10.1126/science.1241488,-,0.0,9,-,1,0.0,tree/A2B2C2D3/C2H2O2Ti3/C2H2O2Ti3-b2d22251cb52,TTF,-6m2,d5176a7f348c834c6393568d3178d513,-,-,-,0.0,0.0,0.0,P-6m2,187,8814.571,8809.830,32.369,32.369,1.475,-,-,-,-,-,-,high,315.297,66.996,-0.211,66.890,314.958,-0.237,0.000,0.000,250.770,A2B2C2D3,201.637,6w,38,C2H2O2Ti3-b2d22251cb52,cmr,0.0,199.637
In4I4Te4,1.732,-,-,-,2.444,1.276,2.233,-2.420,-,-2.196,1.732,-,2.444,1.998,-,1.987,high,3,-35.192,1.762,-0.800,-0.759,-4.152,-,-4.640,5.048,True,gpaw,-,66.888,-,ABC-14-e,0.0,0.0,0.0,-3.286,-0.451,0.0,0.0,z,0.000,NM,-,True,False,feae7ba557bf1e2ab6678c9fc4793442,0.010,0.000,-,-0.000,-,-,0.0,12,-,1,0.0,ICSD-COD/3el/In4I4Te4,TTF,2/m,d0ddf75738f0af22a287bbe4342eaaa1,1525202,-,-,0.0,0.0,0.0,P2_1/c,14,2495.687,2310.542,-,-,-,-,-,-,-,-,-,high,22.842,5.292,-0.018,4.851,19.579,-0.020,-0.000,-0.000,13.862,ABC,1477.29,6w,15,I4In4Te4-feae7ba557bf,cmr,0.0,2333.861
Li2Cl2O4,3.347,-,-,-,5.197,2.230,2.230,-0.966,-,-0.371,3.347,-,5.197,3.35,-,3.350,high,3,-33.964,0.993,81.394,81.394,-4.313,-,-5.568,3.632,True,gpaw,-,23.097,-,ABC2-113-bce,0.0,0.0,0.153,-2.64,-0.765,0.0,0.0,z,0.000,NM,-,False,False,f49acec9436a3f431ed077349b281f6a,0.003,0.000,-,-0.000,-,-,0.0,8,-,1,-0.0,ICSD-COD/3el/Li4Cl4O8,TTF,-42m,bdbb91b74852bf96d50ce2efef8bd4c8,2014617,-,-,0.0,0.0,0.0,P-42_1m,113,2947.964,2947.966,0.531,0.531,0.246,0.585,0.584,0.068,1.115,1.115,0.314,high,9.295,3.382,0.000,3.382,9.295,0.000,0.000,0.000,18.317,ABC2,148.776,6w,16,Cl2Li2O4-f49acec9436a,cmr,-0.0,778.73
Mn2Sr2Ge2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,low,2,-32.831,2.421,-,-,-,-,-,2.747,True,gpaw,-,16.145,-,ABC-129-bc,5.459,6.001,0.24,-0.326,-0.17,-1.294,-1.294,z,4.729,FM,-,True,True,e006db3e03ced12e7ff7c87b3b5d8c36,0.002,0.000,-,-0.054,-,-,0.0,6,-,2,-0.0,ICSD-COD/3el/Mn2Sr2Ge2,TTF,4/mmm,f8927811e3852ef9037d7ef312e1abb9,1539720,-,-,-55.757,-55.757,-57.051,P4/nmm,129,3893.716,3898.373,-,-,-,-,-,-,-,-,-,high,67.111,12.079,0.026,12.274,67.272,0.026,0.000,0.000,79.299,ABC,430.376,6w,17,Ge2Mn2Sr2-e006db3e03ce,cmr,-0.0,555.226
Na2H2O2,2.802,-,-,-,4.458,0.689,0.689,-0.738,-,-0.520,2.802,-,4.458,2.814,-,2.814,high,3,-27.7,0.603,-1.384,-1.379,-3.540,-,-4.978,2.742,True,gpaw,-,11.666,-,ABC-129-c,0.0,0.0,0.0,-2.139,-1.365,0.0,0.0,z,0.000,NM,-,True,False,77f07234558a9b5f8682979c19d97d1b,0.008,0.000,-,-0.000,-,-,0.0,6,-,1,0.0,ICSD-COD/3el/Na2H2O2,TTF,4/mmm,f3bea84c8a9c02ad42f40f11094c6c80,2310820,-,-,0.0,0.0,0.0,P4/nmm,129,6415.639,6404.884,0.551,0.550,0.250,3.654,3.699,0.129,4.205,4.249,0.378,high,46.868,11.908,-0.000,12.080,46.711,-0.000,0.000,0.000,30.470,ABC,79.994,6w,18,H2Na2O2-77f07234558a,cmr,0.0,401.851
Nb2Br4Se4,1.096,-,-,-,1.866,0.680,1.846,-2.259,-,-1.790,1.101,-,1.868,1.103,-,1.099,high,3,-48.958,1.885,-4.016,-3.710,-3.355,-,-3.656,4.692,True,gpaw,-,39.882,-,AB2C2-12-hij,0.0,0.0,0.0,-2.807,-0.804,0.0,0.0,z,-,NM,-,True,False,f4b12fb88150e595de3a4279b2b837b7,0.007,0.000,-,-0.000,-,-,0.0,10,-,1,0.0,ICSD-COD/3el/Nb2Br4Se4,TTF,2/m,a463e0ac089504bafcbf164156e01a6b,4031460,-,-,0.0,0.0,0.0,C2/m,12,3376.114,3905.726,-,-,-,-,-,-,-,-,-,high,38.978,17.353,0.074,17.814,52.166,-0.041,0.066,0.020,46.000,AB2C2,821.313,6w,19,Nb2Br4Se4-f4b12fb88150,cmr,0.0,1369.837
Nb3Cl7Te,0.772,-,-,-,1.542,1.652,3.617,-2.670,-,-2.124,0.777,-,1.547,0.788,-,0.788,high,3,-60.644,1.881,-26.039,-3.825,-3.442,-,-3.665,4.937,True,gpaw,-,41.943,-,AB3C7-156-abd,0.0,0.0,0.0,-3.056,-1.269,0.0,0.0,z,-,NM,-,False,False,eaf57194260ab816316715bf06c139be,0.008,0.000,-,-0.000,-,-,0.0,11,-,1,0.056,ICSD-COD/3el/Nb6Cl14Te2,TTF,3m,3fcd14e922acc0b4add41e63ddddc1c6,-,79213,-,0.0,0.0,0.0,P3m1,156,4627.713,4628.059,-,-,-,-,-,-,-,-,-,high,55.490,15.274,-0.001,15.161,55.498,0.005,0.002,0.009,40.800,AB3C7,654.469,6w,20,TeNb3Cl7-eaf57194260a,cmr,0.241,1413.025
Ni2Ta4S10,0.0,0.877,3.038,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,high,3,-110.017,2.117,-,-,-,-,-,5.417,True,gpaw,-,52.067,-,AB2C5-59-abe,5.343,5.726,0.0,-3.299,-0.967,0.0,0.0,z,-,NM,-,True,False,7b4068300a3de29552de0c2b1f8fc676,0.005,0.000,-,-0.000,-,-,0.0,16,-,1,0.0,ICSD-COD/3el/Ni4Ta8S20,TTF,mmm,8206acfa12e00a214a7f443407104656,-,61147,-,0.0,0.0,0.0,Pmmn,59,4772.657,4807.489,-,-,-,-,-,-,-,-,-,high,84.398,7.663,-0.000,10.375,85.635,-0.000,0.000,0.000,23.204,AB2C5,1161.778,6w,21,Ni2Ta4S10-7b4068300a3d,cmr,0.0,1773.445
Pd2O6Se2,1.12,-,-,-,2.663,1.476,15.109,-2.762,-,-2.427,1.243,-,2.847,1.275,-,1.152,high,3,-51.809,1.51,-5.392,-1.893,-3.882,-,-5.090,4.831,True,gpaw,-,26.952,-,ABC3-11-def,0.0,0.0,0.0,-3.322,-0.646,0.0,0.0,z,-,NM,-,True,False,2e7b4492034319750e4b2153a72b5957,0.009,0.000,-,0.000,-,-,0.0,10,-,1,-0.0,ICSD-COD/3el/Pd2O6Se2,TTF,2/m,ac9eccef38e50bbfc3885ea553178b88,4333283,-,-,0.0,0.0,0.0,P2_1/m,11,2449.293,2380.444,1.972,2.187,0.338,1.163,0.562,0.040,3.135,2.749,0.378,high,17.252,1.898,0.000,0.715,16.296,0.000,0.000,0.000,18.794,ABC3,466.776,6w,22,Pd2Se2O6-2e7b44920343,cmr,-0.0,915.388
Pt4Tl2Te6,0.663,-,-,-,1.011,0.388,0.502,-1.781,-,-1.801,0.745,-,1.032,0.816,-,0.816,high,3,-54.715,1.957,-0.642,-0.358,-2.443,-,-2.812,4.069,True,gpaw,-,55.524,-,AB2C3-164-adei,0.0,0.0,0.032,-2.112,-0.423,0.0,0.0,z,-,NM,-,True,False,bfab8880b6aebb1e941c055e2bc040d1,0.003,0.000,-,-0.000,-,-,0.0,12,-,1,-0.0,ICSD-COD/3el/Pt4Tl2Te6,TTF,-3m,98cb0d179387a5aaffcf6e3a76c7572b,-,78787,-,0.0,0.0,0.0,P-3m1,164,2799.203,2795.017,-,-,-,-,-,-,-,-,-,high,45.805,13.306,0.123,13.553,45.668,0.078,0.000,0.001,33.158,AB2C3,1954.696,6w,23,Tl2Pt4Te6-bfab8880b6ae,cmr,-0.0,1859.608
Sc4I4O4,1.792,-,-,-,3.350,0.854,2.119,-1.088,-,-0.067,1.81,-,3.565,1.999,-,1.982,high,3,-76.211,2.705,-1.121,-0.291,-2.880,-,-3.417,4.69,True,gpaw,-,28.169,-,ABC-11-e,0.0,0.0,0.0,-1.984,-2.597,0.0,0.0,z,-,NM,-,True,False,c76a18435100fa2c3dbb42dd77c3dabb,0.007,0.000,-,-0.000,-,-,0.0,12,-,1,-0.0,ICSD-COD/3el/Sc8I8O8,TTF,2/m,5578fcf25c3b627b16fbf01935a39e89,-,419335,-,0.0,0.0,0.0,P2_1/m,11,5078.055,4792.803,2.867,3.178,0.564,25.856,10.932,0.067,28.723,14.110,0.631,high,114.227,30.551,-0.002,30.545,101.754,-0.033,0.000,0.000,102.468,ABC,751.438,6w,24,I4O4Sc4-c76a18435100,cmr,-0.0,1025.92
Ta3I7Te,0.643,-,-,-,1.223,1.151,2.982,-2.000,-,-1.654,0.649,-,1.227,0.666,-,0.666,high,3,-48.117,2.128,-1.676,-1.670,-2.643,-,-2.877,4.45,True,gpaw,-,51.174,-,AB3C7-156-bcd,0.0,0.0,0.006,-2.321,-0.465,0.0,0.0,z,-,NM,-,False,False,88d0d3a298969fdc6abc9153d9fbbac7,0.009,0.000,-,-0.000,-,-,0.0,11,-,1,-0.187,ICSD-COD/3el/Ta6I14Te2,TTF,3m,642b88ff1e8544a284cad3fd5a97668e,-,82792,-,0.0,0.0,0.0,P3m1,156,3373.485,3374.566,-,-,-,-,-,-,-,-,-,high,57.563,14.220,0.010,14.173,57.600,0.009,0.000,-0.000,43.741,AB3C7,1558.775,6w,25,TeTa3I7-88d0d3a29896,cmr,-0.662,1734.688
W2O12Sb4,1.745,-,-,-,2.951,0.719,0.746,-2.355,-,-1.884,1.773,-,2.988,1.85,-,1.850,high,3,-133.084,2.861,-29.594,-1.547,-4.100,-,-4.835,6.088,True,gpaw,-,28.576,-,AB2C6-4-a,0.0,0.0,0.038,-3.227,-1.722,0.0,0.0,z,-,NM,-,False,False,1a26b273a6182a98122ed5704086ed29,0.009,0.000,-,-0.000,-,-,0.0,18,-,1,-0.0,ICSD-COD/3el/W2O12Sb4,TTF,2,f3af02ae18d9598c1782bff00e2d17a0,-,75595,-,0.0,0.0,0.0,P2_1,4,2814.476,4117.751,2.370,3.318,0.594,4.861,14.061,0.157,7.231,17.380,0.751,high,48.180,2.742,-0.023,3.712,103.131,-0.343,0.049,-0.247,32.375,AB2C6,1046.708,6w,26,W2Sb4O12-1a26b273a618,cmr,-0.002,1086.107
Zr2Cl2N2,1.923,-,-,-,3.081,0.575,0.575,-1.689,-,-1.228,2.125,-,3.315,2.13,-,1.925,high,3,-46.393,3.12,-3.231,-3.220,-3.612,-,-4.310,5.771,True,gpaw,-,11.338,-,ABC-164-cd,0.0,0.0,0.0,-2.651,-1.885,0.0,0.0,z,-,NM,-,True,False,386f2c8b77019ca6088798cc8daf480d,0.002,0.000,-,-0.000,-,-,0.0,6,-,1,0.0,ICSD-COD/3el/Zr6Cl6N6,TTF,-3m,89b9ddac32779526cc0a7350b2afbe95,1521250,-,-,0.0,0.0,0.0,P-3m1,164,5976.353,5972.501,3.526,3.526,0.530,7.084,7.104,0.064,10.609,10.630,0.594,high,147.177,59.520,0.074,59.253,146.987,0.056,-0.000,-0.000,86.137,ABC,281.362,6w,27,Cl2N2Zr2-386f2c8b7701,cmr,0.0,411.181
BaTa2O7,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.000,-,2,-80.832,3.167,-,-,-,-,-,9.19,True,gpaw,-,16.108,-,AB2C7-123-bdgi,5.444,4.784,0.327,-6.023,-2.35,0.563,0.565,y,1.996,FM,-,True,True,877ae50c1f18c0873a45401144dae77a,0.007,0.000,-,-,-,-,0.0,10,-,2,0.0,ICSD-COD/4el/Ba2Bi4Ta4O18,TTF,4/mmm,68570e9a9d199678081539a0e5c4dafc,1526608,-,-,-447.259,-447.261,-446.696,P4/mmm,123,5942.788,5946.706,-,-,-,-,-,-,-,-,-,high,222.526,30.540,0.112,30.395,222.820,0.112,0.000,0.000,132.219,AB2C7,611.216,6w,28,BaTa2O7-877ae50c1f18,cmr,0.0,614.866
CdGaInS4,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,-,low,2,-25.194,3.109,-,-,-,-,-,5.204,True,gpaw,-,14.178,-,ABCD4-156-abc,3.256,3.264,0.34,-2.094,-0.327,-0.009,-0.009,z,-0.438,FM,-,False,True,541ddc92f3ef3383566de8d9b9870c59,0.002,0.000,-,-5.907,-,-,0.0,7,-,2,0.195,ICSD-COD/4el/CdGaInS4,TTF,3m,fb368fa19dbf836ba179c2c8b319c03e,1538374,-,-,-36.433,-36.433,-36.442,P3m1,156,,3671.935,-,-,-,-,-,-,-,-,-,low,-149.485,68.021,-17.627,-168.823,67.146,4.638,0.317,-0.332,97.238,ABCD4,425.195,6w,29,CdGaInS4-541ddc92f3ef,cmr,2.485,573.447
In2Se2,1.321,0.000,0.000,-,1.963,0.174,0.174,-0.617,-,-0.433,1.359,-,1.998,1.408,-,1.340,high,3,-14.629,3.955,-48.170,-2.725,-1.939,-,-2.396,5.234,True,unknown,-,14.449,-,AB-164-cd,0.0,0.0,0.003,-1.278,-0.534,0.0,0.0,z,-,NM,-,True,False,178396d52e5c74f86a66861f94ac416d,-,-,-,-0.000,-,-,0.0,4,-,1,-0.0,tree/AB/InSe/In2Se2-178396d52e5c,TTF,-3m,595e8cdc6120bcb9ab1d335a1acde4e3,-,-,-,0.0,0.0,0.0,P-3m1,164,3365.960,3365.343,4.204,4.204,0.561,2.627,2.627,0.022,6.831,6.831,0.583,high,50.463,11.729,0.026,12.287,50.445,0.027,-0.007,-0.002,39.629,AB,387.578,6w,82,In2Se2-178396d52e5c,cmr,-0.0,294.13
Cu4Cl4H4O4,0.403,-,-,-,0.009,7.497,34.748,-4.624,-,-6.393,0.424,-,0.042,0.424,-,0.402,high,3,-67.028,1.694,-17.290,-4.793,-5.027,-,-6.402,6.52,True,gpaw,-,34.606,-,ABCD-14-e,0.0,0.0,0.029,-4.825,-0.712,-0.098,-0.154,z,3.983,FM,-,True,True,c4a98b92e29602312e224ac200954ea9,0.009,0.000,-,-0.000,-,-,0.0,16,-,2,-0.0,ICSD-COD/4el/Cu4Cl4H4O4,TTF,2/m,c1b8c203bdb69eb8a920984309d23e71,9014716,-,-,-31.481,-31.425,-31.579,P2_1/c,14,3847.847,2739.752,2.490,3.094,0.404,1.509,0.906,0.028,3.999,4.000,0.432,high,32.966,8.959,0.036,9.519,16.713,0.056,0.002,0.043,20.519,ABCD,464.012,6w,30,Cl4Cu4H4O4-c4a98b92e296,cmr,-0.001,1157.973
HfNa2H6O6,4.113,-,-,-,5.786,0.727,0.727,-0.597,-,-0.328,4.113,-,5.786,4.152,-,4.152,high,3,-86.053,0.787,-1.525,-1.454,-4.710,-,-6.114,3.44,True,gpaw,-,31.634,-,AB2C6D6-147-bdg,0.0,0.0,0.004,-2.653,-1.683,0.0,0.0,z,-,NM,-,True,False,f9a05481b329df665d4d079b9ef23dea,0.003,0.000,-,-0.000,-,-,0.0,15,-,1,0.0,ICSD-COD/4el/Hf3Na6H18O18,TTF,-3,9ee86957087e80854be885f48704bc20,1522053,-,-,0.0,0.0,0.0,P-3,147,4059.778,4050.737,0.528,0.527,0.239,2.942,2.932,0.175,3.470,3.460,0.413,high,28.249,10.381,-0.021,10.440,28.123,-0.023,0.030,0.008,20.357,AB2C6D6,326.512,6w,31,HfNa2H6O6-f9a05481b329,cmr,0.0,1083.819
Li6H2O8Te2,4.037,-,-,-,5.347,1.562,2.475,-0.112,-,0.173,4.206,-,5.564,4.23,-,4.062,high,3,-95.662,1.119,-6.028,-3.918,-4.148,-,-5.174,3.249,True,gpaw,-,35.455,-,ABC3D4-11-ef,0.0,0.0,0.0,-2.13,-1.682,0.0,0.0,z,0.000,NM,-,True,False,fb8286ba414ba1691be54941c7bf4101,0.009,0.000,-,-0.000,-,-,0.0,18,-,1,-0.0,ICSD-COD/4el/Li6H2O8Te2,TTF,2/m,30a7fe1fc2231be8fc424e7f8210ac84,1517993,-,-,0.0,0.0,0.0,P2_1/m,11,5108.754,4933.282,0.810,0.845,0.330,1.243,1.506,0.104,2.052,2.350,0.434,high,52.176,19.618,-0.000,20.492,48.653,-0.000,-0.000,0.000,29.103,ABC3D4,426.848,6w,32,H2Te2Li6O8-fb8286ba414b,cmr,-0.0,1253.421
Na2PtH6O6,2.835,-,-,-,4.674,2.205,6.778,-0.891,-,-0.446,2.838,-,4.675,3.029,-,3.029,high,3,-76.794,0.884,-79.905,-78.787,-3.726,-,-5.120,3.192,True,gpaw,-,29.549,-,AB2C6D6-147-bdg,0.0,0.0,0.0,-2.308,-1.142,0.0,0.0,z,-,NM,-,True,False,2ebab5728410546f3967c530994d77c1,0.005,0.000,-,-0.000,-,-,0.0,15,-,1,-0.0,ICSD-COD/4el/Na2PtH6O6,TTF,-3,c96833c89dbc14257fd8e27d091f4201,-,251042,-,0.0,0.0,0.0,P-3,147,3543.808,3801.914,0.628,0.628,0.254,1.700,1.735,0.127,2.328,2.363,0.381,high,24.214,8.208,-0.034,8.846,27.870,0.120,0.092,0.001,18.072,AB2C6D6,343.106,6w,33,PtNa2H6O6-2ebab5728410,cmr,-0.0,990.644
Sn2F2O6P2,3.985,-,-,-,5.048,0.822,1.353,-1.163,-,-0.869,3.991,-,5.068,4.022,-,4.015,high,3,-78.035,1.651,-21.095,-1.391,-5.148,-,-5.917,4.807,True,gpaw,-,29.551,-,ABCD3-7-a,0.0,0.0,0.0,-3.156,-2.106,0.0,0.0,z,0.000,NM,-,False,False,5b3985dc61efddde479d56cc68bebae2,0.008,0.000,-,-0.000,-,-,0.0,12,-,1,-0.0,ICSD-COD/4el/Sn4F4O12P4,TTF,m,3f0effc4dc2db1f7a4d4fb47cbc323eb,2106656,-,-,0.0,0.0,0.0,Pc,7,3776.002,2555.844,1.011,0.993,0.331,3.026,2.513,0.114,4.037,3.506,0.445,high,34.720,7.094,12.080,6.672,15.907,9.025,13.658,10.446,21.750,ABCD3,433.358,6w,34,F2P2Sn2O6-5b3985dc61ef,cmr,-0.0,1021.803
Na2C2H6N8O2,4.819,-,-,-,-,0.859,1.785,-0.694,-,-,4.819,-,-,4.819,-,4.819,low,3,-124.953,1.045,-40.713,-1.188,-5.513,-,-,4.149,True,gpaw,-,37.155,-,ABCD3E4-51-cefk,0.0,0.0,0.199,-3.104,-0.344,0.0,0.0,z,0.000,NM,-,True,False,6e08523b4e8882f51e70d5b8d7ea51e5,0.008,0.000,-,-0.275,-,-,0.0,20,-,1,0.0,ICSD-COD/5el/Na2C2H6N8O2,TTF,mmm,87f2442b84275132c4abbc47359ae28c,2310459,-,-,0.0,0.0,0.0,Pmma,51,5848.735,4137.823,-,-,-,-,-,-,-,-,-,high,33.650,5.043,0.000,5.333,16.843,0.000,0.000,0.000,12.693,ABCD3E4,220.104,6w,35,C2Na2O2H6N8-6e08523b4e88,cmr,0.0,1280.133
Si2,0.002,0.000,0.000,-,0.002,0.022,0.022,-2.535,-,-2.543,0.002,-,0.002,0.0,-,0.000,high,1,-9.518,2.069,-0.022,-0.022,-2.537,-,-2.545,4.605,True,unknown,-,12.99,Z2=1,A-164-d,0.0,0.0,0.64,-2.536,0.64,0.0,0.0,z,-,NM,Xene,True,False,90e674c14ad3845967fe0ae8dfc2bf7e,-,-,-,-0.000,10.1088/1367-2630/16/9/095004,-,0.0,2,-,1,0.0,tree/A/Si/Si2-90e674c14ad3,TTF,-3m,bd6e57ea716492db5777d77500115d2b,-,-,-,0.0,0.0,0.0,P-3m1,164,9632.349,9623.868,12.780,12.780,0.251,-,-,-,-,-,-,high,66.619,21.513,-0.003,21.426,66.502,0.000,-0.000,-0.000,45.682,A,56.17,6w,36,Si2-90e674c14ad3,cmr,0.0,197.452
